time,tau,omega_2
287.5795888,0,4.032604907
287.8295888,0,4.505681288
288.0795888,0,4.053620677
288.3295888,0,3.881081112
288.5795888,0,3.917885102
288.8295888,0,4.124349509
289.0795888,0,4.362236175
289.3295888,0,3.707445772
289.5795888,0,4.117081998
289.8295888,0,4.067726709
290.0795888,0,4.454113809
290.3295888,0,4.634672054
290.5795888,0,4.328495068
290.8295888,0,4.367481512
291.0795888,0,4.091570516
291.3295888,0,4.013385161
291.5795888,0,4.201028388
291.8295888,0,4.368798003
292.0795888,0,4.660396967
292.3295888,0,4.270898659
292.5795888,0,4.020930102
292.8295888,0,4.021466649
293.0795888,0,3.991287961
293.3295888,0,4.344168515
293.5795888,0,4.291422576
293.8295888,0,4.244203446
294.0795888,0,4.310473565
294.3295888,0,4.195064277
294.5795888,0,4.105693572
294.8295888,0,4.300562083
295.0795888,0,4.329878332
295.3295888,0,4.00629836
295.5795888,0,3.74619303
295.8295888,0,4.079942249
296.0795888,0,3.979215997
296.3295888,0,4.030152862
296.5795888,0,4.405154152
296.8295888,0,4.057667505
297.0795888,0,4.186785689
297.3295888,0,4.782933335
297.5795888,0,4.212677245
297.8295888,0,4.008645944
298.0795888,0,4.250956942
298.3295888,0,3.918310173
298.5795888,0,4.053990146
298.8295888,0,4.096623306
299.0795888,0,4.207759166
299.3295888,0,4.446380376
299.5795888,0,4.235873595
299.8295888,0,4.16503609
300.0795888,0,4.249228831
300.3295888,0,3.962972875
300.5795888,0,4.284850609
300.8295888,0,4.076551897
301.0795888,0,4.30000596
301.3295888,0,4.13017681
301.5795888,0,4.019245856
301.8295888,0,3.85580872
302.0795888,0,4.232057934
302.3295888,0,4.292359778
302.5795888,0,4.083046809
302.8295888,0,3.925583387
303.0795888,0,3.964758456
303.3295888,0,4.403849988
303.5795888,0,4.049348323
303.8295888,0,4.253445609
304.0795888,0,4.193160918
304.3295888,0,4.395225785
304.5795888,0,4.085106913
304.8295888,0,4.198930762
305.0795888,0,4.541318502
305.3295888,0,4.341727862
305.5795888,0,4.631747727
305.8295888,0,4.240067429
306.0795888,0,4.330934378
306.3295888,0,4.413939365
306.5795888,0,4.387392169
306.8295888,0,4.004575591
307.0795888,0,3.779637272
307.3295888,0,4.307051579
307.5795888,0,4.019803926
307.8295888,0,4.615775749
308.0795888,0,4.297856323
308.3295888,0,4.32961556
308.5795888,0,4.333744144
308.8295888,0,4.41868524
309.0795888,0,4.127124879
309.3295888,0,4.173611475
309.5795888,0,4.230847341
309.8295888,0,4.397732947
310.0795888,0,4.284061088
310.3295888,0,4.080658158
310.5795888,0,4.375483381
310.8295888,0,4.239841933
311.0795888,0,3.983101082
311.3295888,0,4.189397387
311.5795888,0,3.95624407
311.8295888,0,4.033629922
312.0795888,0,4.300922277
312.3295888,0,3.799742635
312.5795888,0,3.894884969
312.8295888,0,4.460759168
313.0795888,0,4.264722386
313.3295888,0,4.308779535
313.5795888,0,4.388414946
313.8295888,0,4.429583882
314.0795888,0,4.238534314
314.3295888,0,4.347370494
314.5795888,0,4.026505066
314.8295888,0,4.117484341
315.0795888,0,4.110626146
315.3295888,0,4.039380507
315.5795888,0,4.070531003
315.8295888,0,4.264946315
316.0795888,0,4.128423931
316.3295888,0,4.205062544
316.5795888,0,4.094588752
316.8295888,0,4.18583
317.0795888,0,4.364468344
317.3295888,0,3.828084006
317.5795888,0,4.444654943
317.8295888,0,4.285811534
318.0795888,0,4.455958381
318.3295888,0,4.382664501
318.5795888,0,3.920614146
318.8295888,0,4.143904935
319.0795888,0,4.075403778
319.3295888,0,3.881284277
319.5795888,0,4.487701209
319.8295888,0,4.097975471
320.0795888,0,4.119527919
320.3295888,0,4.352181418
320.5795888,0,4.13972129
320.8295888,0,4.14083069
321.0795888,0,4.257926913
321.3295888,0,4.297442583
321.5795888,0,4.32803509
321.8295888,0,4.282438509
322.0795888,0,4.331164863
322.3295888,0,4.083780318
322.5795888,0,3.811670439
322.8295888,0,4.557221487
323.0795888,0,4.043581981
323.3295888,0,4.477608731
323.5795888,0,4.47058098
323.8295888,0,4.341887533
324.0795888,0,4.297080792
324.3295888,0,4.200222035
324.5795888,0,4.123638184
324.8295888,0,4.072680167
325.0795888,0,4.031668411
325.3295888,0,4.04126543
325.5795888,0,4.497988961
325.8295888,0,3.746011764
326.0795888,0,4.115934135
326.3295888,0,4.077048606
326.5795888,0,4.339263131
326.8295888,0,4.208386247
327.0795888,0,3.962858119
327.3295888,0,4.41355264
327.5795888,0,4.472167103
327.8295888,0,4.211306882
328.0795888,0,4.177442656
328.3295888,0,4.229279267
328.5795888,0,4.062436809
328.8295888,0,4.430861295
329.0795888,0,3.780773064
329.3295888,0,4.44723965
329.5795888,0,3.995803094
329.8295888,0,3.986488364
330.0795888,0,4.182718257
330.3295888,0,4.218299989
330.5795888,0,4.259367003
330.8295888,0,4.270474223
331.0795888,0,3.880306254
331.3295888,0,4.288844383
331.5795888,0,4.284662667
331.8295888,0,4.288660105
332.0795888,0,4.182823524
332.3295888,0,4.206393868
332.5795888,0,3.977211653
332.8295888,0,4.143604002
333.0795888,0,4.305480645
333.3295888,0,3.846140336
333.5795888,0,4.065900389
333.8295888,0,3.878921191
334.0795888,0,4.411382992
334.3295888,0,4.234684005
334.5795888,0,4.402509805
334.8295888,0,4.068158236
335.0795888,0,4.253662503
335.3295888,0,4.262337401
335.5795888,0,4.347112937
335.8295888,0,4.190314837
336.0795888,0,4.246172402
336.3295888,0,3.812888141
336.5795888,0,4.385184324
336.8295888,0,4.040266531
337.0795888,0,4.002529734
337.3295888,0,3.805443857
337.5795888,0,4.157681186
337.8295888,0,4.153195359
338.0795888,0,4.207346513
338.3295888,0,4.264901729
338.5795888,0,4.076036285
338.8295888,0,4.350752358
339.0795888,0,4.0449343
339.3295888,0,3.893196682
339.5795888,0,4.052262428
339.8295888,0,3.995602885
340.0795888,0,4.165779323
340.3295888,0,4.219282939
340.5795888,0,3.907482916
340.8295888,0,4.191564279
341.0795888,0,4.029842774
341.3295888,0,4.313133042
341.5795888,0,3.985221142
341.8295888,0,4.113716801
342.0795888,0,4.029134295
342.3295888,0,4.078540608
342.5795888,0,4.234852419
342.8295888,0,3.982115044
343.0795888,0,3.852365276
343.3295888,0,3.932183824
343.5795888,0,3.858656999
343.8295888,0,4.222755249
344.0795888,0,4.168147096
344.3295888,0,4.2743091
344.5795888,0,3.970158377
344.8295888,0,4.195305445
345.0795888,0,4.010080881
345.3295888,0,4.247049985
345.5795888,0,4.238571098
345.8295888,0,4.1634201
346.0795888,0,4.508443848
346.3295888,0,3.910973502
346.5795888,0,4.080490517
346.8295888,0,4.124168606
347.0795888,0,4.159955916
347.3295888,0,4.27102072
347.5795888,0,4.40832343
347.8295888,0,3.987969969
348.0795888,0,4.153625611
348.3295888,0,3.717479968
348.5795888,0,3.790005453
348.8295888,0,4.146403892
349.0795888,0,4.114817183
349.3295888,0,3.993322205
349.5795888,0,3.80398215
349.8295888,0,4.041917272
350.0795888,0,4.336947123
350.3295888,0,4.188954175
350.5795888,0,3.949570034
350.8295888,0,4.108143196
351.0795888,0,4.332130676
351.3295888,0,4.252835418
351.5795888,0,3.658090154
351.8295888,0,4.161823598
352.0795888,0,4.272820287
352.3295888,0,4.08166998
352.5795888,0,3.884426996
352.8295888,0,4.144161304
353.0795888,0,4.200658572
353.3295888,0,4.017862117
353.5795888,0,4.048486538
353.8295888,0,4.109253827
354.0795888,0,4.199455183
354.3295888,0,4.181853655
354.5795888,0,4.237681255
354.8295888,0,4.050463379
355.0795888,0,3.93586537
355.3295888,0,4.270490559
355.5795888,0,4.24159358
355.8295888,0,3.927617911
356.0795888,0,4.205288098
356.3295888,0,4.234868793
356.5795888,0,3.976189685
356.8295888,0,4.384692361
357.0795888,0,4.136457141
357.3295888,0,3.826580243
357.5795888,0,4.167683333
357.8295888,0,4.334099011
358.0795888,0,3.959156867
358.3295888,0,4.054083487
358.5795888,0,4.376724533
358.8295888,0,4.260273492
359.0795888,0,4.053220334
359.3295888,0,4.019002746
359.5795888,0,4.189222261
359.8295888,0,4.197892563
360.0795888,0,4.163917103
360.3295888,0,3.958260619
360.5795888,0,4.116186881
360.8295888,0,4.201335737
361.0795888,0,4.392323642
361.3295888,0,4.370058191
361.5795888,0,4.069966317
361.8295888,0,4.043185558
362.0795888,0,4.034220097
362.3295888,0,4.481666702
362.5795888,0,4.315678467
362.8295888,0,4.459595178
363.0795888,0,4.124679839
363.3295888,0,4.248544298
363.5795888,0,3.758005025
363.8295888,0,3.838685014
364.0795888,0,4.122010449
364.3295888,0,3.908715677
364.5795888,0,3.779574716
364.8295888,0,4.050063619
365.0795888,0,4.298570252
365.3295888,0,3.983770297
365.5795888,0,4.041582226
365.8295888,0,4.546270479
366.0795888,0,4.435933063
366.3295888,0,3.936223089
366.5795888,0,4.093139429
366.8295888,0,3.642379739
367.0795888,0,4.190958725
367.3295888,0,4.108094545
367.5795888,0,4.164664902
367.8295888,0,4.357270778
368.0795888,0,4.202431858
368.3295888,0,3.805436557
368.5795888,0,3.763244587
368.8295888,0,4.123539116
369.0795888,0,3.96035201
369.3295888,0,3.897048484
369.5795888,0,3.635999133
369.8295888,0,3.937639889
370.0795888,0,4.255031902
370.3295888,0,3.953191216
370.5795888,0,4.082633568
370.8295888,0,3.955640274
371.0795888,0,4.128094704
371.3295888,0,4.055193517
371.5795888,0,4.32754548
371.8295888,0,3.865517469
372.0795888,0,4.154186235
372.3295888,0,4.111083266
372.5795888,0,3.730462307
372.8295888,0,4.142929371
373.0795888,0,3.868978202
373.3295888,0,3.810406937
373.5795888,0,4.062683334
373.8295888,0,4.31349697
374.0795888,0,4.177837142
374.3295888,0,4.378660635
374.5795888,0,3.993864048
374.8295888,0,4.078087046
375.0795888,0,4.178468666
375.3295888,0,4.252281936
375.5795888,0,3.939329684
375.8295888,0,3.992242441
376.0795888,0,4.054234668
376.3295888,0,4.061131141
376.5795888,0,4.135853578
376.8295888,0,4.153689471
377.0795888,0,3.998261701
377.3295888,0,4.115158133
377.5795888,0,4.246860953
377.8295888,0,3.831914778
378.0795888,0,3.967211319
378.3295888,0,3.596626124
378.5795888,0,4.325420082
378.8295888,0,4.270949513
379.0795888,0,3.971025642
379.3295888,0,3.971302138
379.5795888,0,4.501825058
379.8295888,0,4.108474505
380.0795888,0,3.749932516
380.3295888,0,4.314395001
380.5795888,0,4.152538361
380.8295888,0,4.312986254
381.0795888,0,4.328689156
381.3295888,0,3.595319151
381.5795888,0,4.014980601
381.8295888,0,4.543422188
382.0795888,0,4.070257756
382.3295888,0,3.953165726
382.5795888,0,4.079218634
382.8295888,0,4.324971749
383.0795888,0,4.046441903
383.3295888,0,4.376746562
383.5795888,0,3.90161365
383.8295888,0,3.800356005
384.0795888,0,3.913767368
384.3295888,0,3.948230728
384.5795888,0,4.102317939
384.8295888,0,4.446356695
385.0795888,0,3.794916533
385.3295888,0,3.691922865
385.5795888,0,3.897595884
385.8295888,0,3.727271633
386.0795888,0,4.092099836
386.3295888,0,4.03944144
386.5795888,0,3.875721399
386.8295888,0,4.170530472
387.0795888,0,3.770930345
387.3295888,0,4.005714538
387.5795888,0,4.108970216
387.8295888,0,4.012279874
388.0795888,0,4.071544389
388.3295888,0,3.967163829
388.5795888,0,3.936703611
388.8295888,0,3.998769196
389.0795888,0,4.056577297
389.3295888,0,3.940389426
389.5795888,0,4.06783222
389.8295888,0,4.22423888
390.0795888,0,3.615859917
390.3295888,0,3.954530739
390.5795888,0,4.068202992
390.8295888,0,4.036179711
391.0795888,0,4.422221255
391.3295888,0,4.228998953
391.5795888,0,4.162011811
391.8295888,0,4.195577268
392.0795888,0,3.842140317
392.3295888,0,4.179896411
392.5795888,0,3.985848401
392.8295888,0,3.655040459
393.0795888,0,3.616439968
393.3295888,0,4.195857178
393.5795888,0,3.91627555
393.8295888,0,4.041090899
394.0795888,0,3.978222255
394.3295888,0,3.836991645
394.5795888,0,3.937275969
394.8295888,0,4.127453059
395.0795888,0,3.595221183
395.3295888,0,4.104619572
395.5795888,0,3.861170038
395.8295888,0,4.224672001
396.0795888,0,4.031487424
396.3295888,0,4.011313825
396.5795888,0,3.847010009
396.8295888,0,3.816097612
397.0795888,0,4.266571606
397.3295888,0,3.830296274
397.5795888,0,4.245630964
397.8295888,0,4.249699382
398.0795888,0,4.057350329
398.3295888,0,4.139882563
398.5795888,0,3.959215315
398.8295888,0,3.933076398
399.0795888,0,4.296044746
399.3295888,0,3.509279724
399.5795888,0,3.954692221
399.8295888,0,3.99071826
400.0795888,0,3.879313779
400.3295888,0,4.311358562
400.5795888,0,4.02548218
400.8295888,0,4.140524741
401.0795888,0,3.941607423
401.3295888,0,4.096481584
401.5795888,0,3.543761581
401.8295888,0,4.281041047
402.0795888,0,4.177924362
402.3295888,0,3.885914469
402.5795888,0,4.221565349
402.8295888,0,4.233307735
403.0795888,0,3.779720206
403.3295888,0,4.164871065
403.5795888,0,4.089486863
403.8295888,0,3.923465627
404.0795888,0,4.011587586
404.3295888,0,4.400710049
404.5795888,0,3.992398249
404.8295888,0,3.886347157
405.0795888,0,4.1488633
405.3295888,0,4.235732819
405.5795888,0,4.015796745
405.8295888,0,3.980850995
406.0795888,0,4.242403492
406.3295888,0,4.363145342
406.5795888,0,3.97999156
406.8295888,0,4.169887799
407.0795888,0,3.646182775
407.3295888,0,3.883705253
407.5795888,0,3.892834661
407.8295888,0,3.746372161
408.0795888,0,4.031207233
408.3295888,0,3.85488033
408.5795888,0,3.816614805
408.8295888,0,4.244023904
409.0795888,0,4.039605572
409.3295888,0,4.249551726
409.5795888,0,4.081582084
409.8295888,0,4.391614378
410.0795888,0,4.143706353
410.3295888,0,4.149964301
410.5795888,0,4.206665455
410.8295888,0,3.84418378
411.0795888,0,3.808324207
411.3295888,0,4.233201948
411.5795888,0,4.198256921
411.8295888,0,3.853957935
412.0795888,0,3.995516399
412.3295888,0,4.013585285
412.5795888,0,4.132340236
412.8295888,0,4.084213494
413.0795888,0,3.721902302
413.3295888,0,4.205449966
413.5795888,0,4.033701398
413.8295888,0,4.053794456
414.0795888,0,4.074785555
414.3295888,0,4.054104344
414.5795888,0,3.958271252
414.8295888,0,3.812782641
415.0795888,0,3.953166712
415.3295888,0,3.928250044
415.5795888,0,4.177359555
415.8295888,0,4.49187521
416.0795888,0,3.870715712
416.3295888,0,4.17879212
416.5795888,0,4.095971422
416.8295888,0,4.040197012
417.0795888,0,4.15897386
417.3295888,0,4.102996187
417.5795888,0,4.031313483
417.8295888,0,3.749931123
418.0795888,0,3.851637112
418.3295888,0,4.284383989
418.5795888,0,4.167466973
418.8295888,0,4.100125979
419.0795888,0,4.270454285
419.3295888,0,4.094938968
419.5795888,0,4.02045647
419.8295888,0,3.944507672
420.0795888,0,3.902360481
420.3295888,0,3.987944044
420.5795888,0,3.701644164
420.8295888,0,3.945813734
421.0795888,0,4.277137178
421.3295888,0,3.968139922
421.5795888,0,4.037194272
421.8295888,0,4.056310971
422.0795888,0,4.440968893
422.3295888,0,3.791188682
422.5795888,0,3.728148146
422.8295888,0,4.127977058
423.0795888,0,4.163698881
423.3295888,0,3.890332793
423.5795888,0,3.815145629
423.8295888,0,3.960486751
424.0795888,0,3.855214621
424.3295888,0,4.097000804
424.5795888,0,4.037395882
424.8295888,0,3.330419044
425.0795888,0,4.02116979
425.3295888,0,3.798885517
425.5795888,0,3.845370355
425.8295888,0,4.039745553
426.0795888,0,3.870737862
426.3295888,0,3.726721813
426.5795888,0,3.954382302
426.8295888,0,3.844400512
427.0795888,0,3.906411622
427.3295888,0,3.6568454
427.5795888,0,4.171085166
427.8295888,0,3.945267549
428.0795888,0,4.014621117
428.3295888,0,3.750381948
428.5795888,0,3.959409754
428.8295888,0,4.247186862
429.0795888,0,3.973622546
429.3295888,0,4.214603466
429.5795888,0,4.102385507
429.8295888,0,4.024167875
430.0795888,0,3.99199344
430.3295888,0,3.931347715
430.5795888,0,4.183704234
430.8295888,0,4.095956124
431.0795888,0,3.721338756
431.3295888,0,4.265530067
431.5795888,0,3.992632266
431.8295888,0,4.131751654
432.0795888,0,4.087476308
432.3295888,0,4.236545005
432.5795888,0,3.794684651
432.8295888,0,3.946659628
433.0795888,0,3.922131023
433.3295888,0,4.278260862
433.5795888,0,4.447464228
433.8295888,0,3.910856382
434.0795888,0,4.070503063
434.3295888,0,3.70200641
434.5795888,0,3.957285447
434.8295888,0,3.794890296
435.0795888,0,4.073098595
435.3295888,0,4.384597565
435.5795888,0,3.973290187
435.8295888,0,4.057098688
436.0795888,0,4.177363963
436.3295888,0,3.789740845
436.5795888,0,3.656903447
436.8295888,0,3.970859127
437.0795888,0,3.80492956
437.3295888,0,4.246706836
437.5795888,0,4.263248689
437.8295888,0,3.841147895
438.0795888,0,4.233266966
438.3295888,0,3.712515539
438.5795888,0,4.052523473
438.8295888,0,3.98669609
439.0795888,0,3.969093011
439.3295888,0,3.861535466
439.5795888,0,3.767307606
439.8295888,0,3.911873968
440.0795888,0,4.074231006
440.3295888,0,4.037098502
440.5795888,0,4.179577236
440.8295888,0,3.84527567
441.0795888,0,3.786056108
441.3295888,0,4.006264021
441.5795888,0,3.881859761
441.8295888,0,4.159473938
442.0795888,0,3.679788608
442.3295888,0,3.866101005
442.5795888,0,3.987606535
442.8295888,0,3.855354117
443.0795888,0,3.771056101
443.3295888,0,4.182475533
443.5795888,0,4.145933687
443.8295888,0,4.306256639
444.0795888,0,4.09462674
444.3295888,0,3.855722744
444.5795888,0,3.910891239
444.8295888,0,4.037456454
445.0795888,0,4.200721943
445.3295888,0,3.926604688
445.5795888,0,3.628791563
445.8295888,0,3.762622486
446.0795888,0,4.092913898
446.3295888,0,3.964251582
446.5795888,0,4.149620453
446.8295888,0,4.048258409
447.0795888,0,3.678884127
447.3295888,0,4.212346252
447.5795888,0,3.711080894
447.8295888,0,3.944494624
448.0795888,0,3.986872023
448.3295888,0,4.044409677
448.5795888,0,4.248436403
448.8295888,0,4.168884348
449.0795888,0,3.761603794
449.3295888,0,3.766622104
449.5795888,0,4.162737231
449.8295888,0,4.083642969
450.0795888,0,3.993558044
450.3295888,0,3.948315465
450.5795888,0,4.075311257
450.8295888,0,3.862914599
451.0795888,0,4.385984066
451.3295888,0,3.946834367
451.5795888,0,3.948852671
451.8295888,0,3.880531865
452.0795888,0,4.001152026
452.3295888,0,3.982521734
452.5795888,0,3.772482965
452.8295888,0,4.13943801
453.0795888,0,3.817008707
453.3295888,0,3.775524047
453.5795888,0,4.046716091
453.8295888,0,3.857653608
454.0795888,0,3.892733306
454.3295888,0,3.659441235
454.5795888,0,3.823058048
454.8295888,0,4.075132942
455.0795888,0,3.905479234
455.3295888,0,3.939636559
455.5795888,0,3.74911099
455.8295888,0,3.61159519
456.0795888,0,3.78149556
456.3295888,0,3.840552808
456.5795888,0,3.859854756
456.8295888,0,4.15969352
457.0795888,0,3.886335451
457.3295888,0,4.205938616
457.5795888,0,4.249250867
457.8295888,0,3.975361412
458.0795888,0,3.839094275
458.3295888,0,3.966380058
458.5795888,0,3.860303188
458.8295888,0,3.899079405
459.0795888,0,4.086322115
459.3295888,0,4.099099508
459.5795888,0,3.685636587
459.8295888,0,3.718079271
460.0795888,0,4.193637984
460.3295888,0,3.842477528
460.5795888,0,3.830616148
460.8295888,0,4.244998036
461.0795888,0,4.096623699
461.3295888,0,4.188173836
461.5795888,0,3.836909907
461.8295888,0,4.266231119
462.0795888,0,3.850094819
462.3295888,0,3.962578227
462.5795888,0,3.767302829
462.8295888,0,3.969412277
463.0795888,0,3.879480247
463.3295888,0,4.030144399
463.5795888,0,3.707215101
463.8295888,0,3.7062145
464.0795888,0,3.751008541
464.3295888,0,3.784246508
464.5795888,0,3.764183646
464.8295888,0,3.823440167
465.0795888,0,3.613510755
465.3295888,0,3.75540146
465.5795888,0,3.517394742
465.8295888,0,3.606845745
466.0795888,0,4.01819161
466.3295888,0,3.702595626
466.5795888,0,3.9053618
466.8295888,0,3.784061544
467.0795888,0,4.092545635
467.3295888,0,3.461539949
467.5795888,0,3.933516599
467.8295888,0,4.240241144
468.0795888,0,4.111008588
468.3295888,0,4.063593567
468.5795888,0,3.847412502
468.8295888,0,4.605900896
469.0795888,0,3.909069125
469.3295888,0,4.134533095
469.5795888,0,4.271074927
469.8295888,0,3.874319903
470.0795888,0,3.932468211
470.3295888,0,3.854678104
470.5795888,0,3.723706942
470.8295888,0,4.071936729
471.0795888,0,3.909147251
471.3295888,0,3.546495596
471.5795888,0,3.915502802
471.8295888,0,4.144826706
472.0795888,0,3.884748514
472.3295888,0,4.010664922
472.5795888,0,3.889250562
472.8295888,0,3.514780825
473.0795888,0,3.817091442
473.3295888,0,3.880930231
473.5795888,0,3.61912717
473.8295888,0,3.540315228
474.0795888,0,4.071317882
474.3295888,0,3.998151157
474.5795888,0,3.763684673
474.8295888,0,3.579378135
475.0795888,0,4.134909428
475.3295888,0,4.111027038
475.5795888,0,3.79932485
475.8295888,0,3.903960414
476.0795888,0,4.014133777
476.3295888,0,3.865443945
476.5795888,0,3.949193203
476.8295888,0,4.29209979
477.0795888,0,3.915734698
477.3295888,0,4.168723099
477.5795888,0,4.096719975
477.8295888,0,3.765487153
478.0795888,0,4.167716225
478.3295888,0,3.791640629
478.5795888,0,4.002452582
478.8295888,0,3.907885178
479.0795888,0,3.842179653
479.3295888,0,4.13853024
479.5795888,0,4.014475552
479.8295888,0,3.880766048
480.0795888,0,4.080981264
480.3295888,0,4.039429668
480.5795888,0,4.059043591
480.8295888,0,3.911389882
481.0795888,0,3.539086755
481.3295888,0,3.980112307
481.5795888,0,4.1444715
481.8295888,0,3.819643954
482.0795888,0,3.783230557
482.3295888,0,3.88910815
482.5795888,0,4.013079399
482.8295888,0,3.975615887
483.0795888,0,3.823836616
483.3295888,0,4.211616083
483.5795888,0,3.641829277
483.8295888,0,3.628216357
484.0795888,0,4.403495299
484.3295888,0,3.974354764
484.5795888,0,4.115435037
484.8295888,0,3.735037498
485.0795888,0,3.874065373
485.3295888,0,4.254213379
485.5795888,0,3.888127356
485.8295888,0,3.798935931
486.0795888,0,3.915575042
486.3295888,0,3.458054097
486.5795888,0,4.081883443
486.8295888,0,3.788053794
487.0795888,0,3.700356177
487.3295888,0,3.803462903
487.5795888,0,3.835838599
487.8295888,0,3.761299609
488.0795888,0,3.498645477
488.3295888,0,3.738543325
488.5795888,0,3.884839951
488.8295888,0,3.703352339
489.0795888,0,3.783041437
489.3295888,0,3.828867622
489.5795888,0,3.927723283
489.8295888,0,3.911786199
490.0795888,0,3.774285721
490.3295888,0,3.660216448
490.5795888,0,3.650093201
490.8295888,0,3.973869679
491.0795888,0,3.799939291
491.3295888,0,4.016321533
491.5795888,0,4.002909258
491.8295888,0,4.081135275
492.0795888,0,4.019144009
492.3295888,0,3.834993054
492.5795888,0,3.90597313
492.8295888,0,3.951413982
493.0795888,0,3.875456546
493.3295888,0,3.690807197
493.5795888,0,3.797667127
493.8295888,0,4.252869208
494.0795888,0,3.804526097
494.3295888,0,3.658170651
494.5795888,0,3.916356401
494.8295888,0,3.812666425
495.0795888,0,4.209699623
495.3295888,0,4.007452472
495.5795888,0,3.987127698
495.8295888,0,3.758941372
496.0795888,0,4.086638704
496.3295888,0,3.729623014
496.5795888,0,4.132790446
496.8295888,0,3.446694298
497.0795888,0,4.184103256
497.3295888,0,3.745485614
497.5795888,0,3.848936106
497.8295888,0,3.856735623
498.0795888,0,3.947489131
498.3295888,0,3.943061055
498.5795888,0,4.207878686
498.8295888,0,3.867558938
499.0795888,0,3.934072098
499.3295888,0,3.995591517
499.4971916,0,3.935268373
499.6647944,0,3.833880013
499.8323972,0,4.002545617
500,0,3.697403537
